NC_000913.3_96_0/1	NC_000962.3	53	299	4.01e-58
NC_000913.3_140_0/1	NC_000962.3	12	104	8.98e-30
NC_000913.3_160_0/1	NC_000962.3	25	202	1.13e-48
NC_000913.3_429_0/1	NC_000962.3	47	306	3.08e-64
NC_000913.3_521_0/1	NC_000962.3	46	276	4.03e-53
NC_000913.3_856_0/1	NC_000962.3	12	104	8.98e-30
NC_000913.3_798_1/1	NC_000962.3	34	260	3.95e-68
NC_000913.3_987_1/1	NC_000962.3	43	260	4.09e-43
NC_000913.3_989_1/1	NC_000962.3	29	211	8.67e-55
NC_000913.3_1466_1/1	NC_000962.3	23	181	2.46e-40
NC_000964.3_246_0/1	NC_000962.3	23	201	1.94e-26
NC_000964.3_21_1/1	NC_000962.3	27	164	3.21e-34
NC_000964.3_150_1/1	NC_000962.3	58	306	8.73e-50
NC_007795.1_96_0/1	NC_000962.3	43	282	3.98e-63
NC_007795.1_190_0/1	NC_000962.3	52	298	6.66e-61
NC_000962.3_0_0/1	NC_000962.3	2	301	5.82e-156
NC_000962.3_1_0/1	NC_000962.3	10	301	1.28e-142
NC_000962.3_2_0/1	NC_000962.3	3	301	2.71e-154
NC_000962.3_3_0/1	NC_000962.3	3	300	9.74e-154
NC_000962.3_4_0/1	NC_000962.3	2	301	5.82e-156
NC_000962.3_4_0/1	NC_000962.3	44	316	6.66e-61
NC_000962.3_4_0/1	NC_000962.3	33	235	3.21e-34
NC_000962.3_5_0/1	NC_000962.3	5	301	5.86e-151
NC_000962.3_6_0/1	NC_000962.3	8	301	5.90e-146
NC_000962.3_7_0/1	NC_000962.3	4	301	1.26e-152
NC_000962.3_8_0/1	NC_000962.3	1	301	1.25e-157
NC_000962.3_9_0/1	NC_000962.3	2	301	5.82e-156
NC_000962.3_10_0/1	NC_000962.3	3	301	2.71e-154
NC_000962.3_11_0/1	NC_000962.3	5	301	5.86e-151
NC_000962.3_12_0/1	NC_000962.3	0	301	2.69e-159
NC_000962.3_13_0/1	NC_000962.3	2	301	5.82e-156
NC_000962.3_13_0/1	NC_000962.3	63	299	4.03e-53
NC_000962.3_14_0/1	NC_000962.3	4	296	7.58e-150
NC_000962.3_15_0/1	NC_000962.3	1	301	1.25e-157
NC_000962.3_16_0/1	NC_000962.3	4	301	1.26e-152
NC_000962.3_17_0/1	NC_000962.3	2	301	5.82e-156
NC_000962.3_18_0/1	NC_000962.3	0	301	2.69e-159
NC_000962.3_19_0/1	NC_000962.3	3	301	4.53e-152
NC_000962.3_20_0/1	NC_000962.3	12	298	1.29e-137
NC_000962.3_21_0/1	NC_000962.3	4	301	1.26e-152
NC_000962.3_22_0/1	NC_000962.3	3	301	4.53e-152
NC_000962.3_22_0/1	NC_000962.3	7	95	4.15e-33
NC_000962.3_22_0/1	NC_000962.3	4	67	2.53e-20
NC_000962.3_23_0/1	NC_000962.3	3	299	3.50e-153
NC_000962.3_24_0/1	NC_000962.3	2	301	5.82e-156
NC_000962.3_25_0/1	NC_000962.3	7	301	1.27e-147
NC_000962.3_25_0/1	NC_000962.3	35	298	2.93e-99
NC_000962.3_25_0/1	NC_000962.3	44	288	1.81e-76
NC_000962.3_25_0/1	NC_000962.3	42	248	8.61e-60
NC_000962.3_25_0/1	NC_000962.3	60	296	1.86e-56
NC_000962.3_25_0/1	NC_000962.3	54	288	6.70e-56
NC_000962.3_26_0/1	NC_000962.3	6	298	1.27e-147
NC_000962.3_27_0/1	NC_000962.3	6	301	2.73e-149
NC_000962.3_27_0/1	NC_000962.3	0	28	1.55e-07
NC_000962.3_28_0/1	NC_000962.3	1	301	1.25e-157
NC_000962.3_29_0/1	NC_000962.3	2	299	7.53e-155
NC_000962.3_30_0/1	NC_000962.3	6	301	2.73e-149
NC_000962.3_31_0/1	NC_000962.3	3	301	2.71e-154
NC_000962.3_32_0/1	NC_000962.3	1	298	5.82e-156
NC_000962.3_33_0/1	NC_000962.3	8	301	5.90e-146
NC_000962.3_34_0/1	NC_000962.3	4	301	1.26e-152
NC_000962.3_35_0/1	NC_000962.3	9	301	2.75e-144
NC_000962.3_36_0/1	NC_000962.3	6	300	9.81e-149
NC_000962.3_37_0/1	NC_000962.3	1	301	1.25e-157
NC_000962.3_38_0/1	NC_000962.3	4	301	2.11e-150
NC_000962.3_39_0/1	NC_000962.3	1	301	1.25e-157
NC_000962.3_40_0/1	NC_000962.3	2	301	5.82e-156
NC_000962.3_41_0/1	NC_000962.3	1	301	1.25e-157
NC_000962.3_41_0/1	NC_000962.3	10	230	3.76e-103
NC_000962.3_42_0/1	NC_000962.3	1	301	1.25e-157
NC_000962.3_43_0/1	NC_000962.3	2	301	5.82e-156
NC_000962.3_44_0/1	NC_000962.3	2	301	5.82e-156
NC_000962.3_45_0/1	NC_000962.3	2	301	5.82e-156
NC_000962.3_46_0/1	NC_000962.3	5	302	2.73e-149
NC_000962.3_47_0/1	NC_000962.3	3	298	1.26e-152
NC_000962.3_48_0/1	NC_000962.3	1	301	1.25e-157
